fighter_name,reach,date_of_birth,slpm,td_avg,strike_acc,td_acc,sapm,td_def,strike_def,sub_avg,total_wins,total_losses,total_draws,height_cm,ufc_wins,ufc_losses,ufc_nc
Matt Wiman,68,1983-09-19,3.17,2.13,50.0,37.0,3.57,56.0,51.0,1.5,16,10,0,177.8,0,0,18
Westin Wilson,73,1989-01-24,1.38,0.0,50.0,0.0,7.59,0.0,26.0,10.3,16,8,0,185.42,0,0,1
Jonathan Wilson,75,1987-07-17,2.92,0.37,48.0,100.0,5.65,80.0,56.0,0.0,7,3,0,187.96,0,0,4
Chris Wilson,75,1977-06-07,2.32,1.31,50.0,50.0,1.36,60.0,55.0,1.6,18,10,0 ,185.42,0,0,4
Justin Willis,78,1987-07-19,3.37,0.96,59.0,66.0,2.57,36.0,57.0,0.0,8,2,0,185.42,0,0,5
Karl Williams,79,1990-01-06,2.93,4.0,49.0,46.0,1.8,100.0,62.0,0.0,9,1,0,190.5,0,0,2
Khaos Williams,77,1994-03-30,5.77,0.0,39.0,0.0,5.33,80.0,42.0,0.0,14,3,0,182.88,0,0,7
Cole Williams,73,1983-12-15,0.31,0.0,27.0,0.0,5.34,25.0,23.0,0.0,11,3,0,182.88,0,0,2
Jordan Williams,75,1990-10-13,5.83,1.11,50.0,50.0,5.46,85.0,35.0,0.0,9,6,0 ,185.42,0,0,3
Tim Williams,76,1986-07-03,3.07,1.81,38.0,40.0,3.55,100.0,48.0,0.0,15,5,0,187.96,0,0,2
Patrick Williams,73,1981-09-07,4.12,2.71,51.0,41.0,4.12,100.0,52.0,0.5,8,6,0,172.72,0,0,4
Pete Williams,,1975-07-10,0.61,1.84,62.0,40.0,2.77,16.0,40.0,0.9,12,6,0,190.5,0,0,8
James Wilks,75,1978-05-04,1.82,1.27,45.0,22.0,2.03,66.0,50.0,3.8,7,4,0,185.42,0,0,4
Rob Wilkinson,80,1992-02-22,2.74,4.47,50.0,25.0,5.66,0.0,39.0,0.0,11,2,0,190.5,0,0,2
Mike Wilkinson,66,1987-09-15,2.35,0.92,38.0,14.0,3.7,55.0,35.0,0.9,9,4,0,170.18,0,0,4
Aaron Wilkinson,,1987-01-31,0.0,7.32,0.0,100.0,0.0,0.0,100.0,0.0,11,7,0,177.8,0,0,1
Jonathan Wiezorek,,1978-02-10,1.27,1.91,58.0,20.0,5.47,0.0,31.0,0.0,11,2,0,190.5,0,0,1
Adam Wieczorek,81,1992-02-05,1.68,0.41,38.0,33.0,1.87,58.0,48.0,0.4,10,2,0,195.57999999999998,0,0,3
Robert Whittaker,73,1990-12-20,4.47,0.85,42.0,39.0,3.39,82.0,60.0,0.0,25,7,0,182.88,0,0,20
Emily Whitmire,63,1991-05-24,2.5,1.9,31.0,66.0,2.98,70.0,54.0,0.5,4,5,0,165.1,0,0,6
Garett Whiteley,72,1980-12-13,3.72,0.0,48.0,0.0,4.04,27.0,46.0,0.9,7,3,0,182.88,0,0,3
Mike Whitehead,,1981-06-29,1.62,3.59,33.0,43.0,2.36,77.0,59.0,0.3,27,8,0,185.42,0,0,1
Robert Whiteford,69,1983-04-12,2.33,1.9,46.0,30.0,1.99,45.0,62.0,0.0,14,4,0,175.26,0,0,5
Craig White,76,1990-07-01,1.23,0.0,40.0,0.0,3.28,50.0,39.0,0.8,14,9,0,187.96,0,0,2
Alex White,71,1988-10-22,3.76,0.92,42.0,28.0,3.07,71.0,60.0,0.5,13,6,0,182.88,0,0,10
Vernon White,,1971-12-03,2.11,0.88,38.0,28.0,2.2,44.0,54.0,0.0,26,33,2,182.88,0,0,2
Sheldon Westcott,71,1984-08-20,2.26,3.23,40.0,37.0,3.73,14.0,37.0,0.0,10,3,1,185.42,0,0,3
Mike Wessel,,1977-12-02,1.82,6.29,56.0,50.0,6.43,0.0,22.0,0.0,15,8,0,182.88,0,0,1
Fabricio Werdum,77,1977-07-30,3.59,1.75,52.0,31.0,2.64,31.0,55.0,1.2,24,9,1,193.04,0,0,18
Jeremiah Wells,74,1986-10-30,2.52,3.89,45.0,43.0,1.14,100.0,47.0,1.2,12,3,1,175.26,0,0,5
Christian Wellisch,77,1975-09-13,3.12,1.22,27.0,42.0,3.04,45.0,56.0,1.2,8,5,0,187.96,0,0,5
Mark Weir,,1967-09-19,1.54,0.8,56.0,50.0,2.5,25.0,38.0,2.4,21,18,1,187.96,0,0,3
Chris Weidman,78,1984-06-17,2.98,3.6,43.0,43.0,3.27,65.0,50.0,0.8,15,7,0,187.96,0,0,18
Joshua Weems,69,1994-05-05,5.25,4.77,64.0,40.0,3.34,100.0,61.0,0.0,11,3,0,172.72,0,0,1
Darian Weeks,72,1993-11-23,4.49,2.0,51.0,30.0,4.56,100.0,51.0,0.0,5,3,0,180.34,0,0,3
Royston Wee,67,1986-11-15,1.1,3.38,60.0,81.0,2.45,0.0,49.0,0.0,4,1,0,170.18,0,0,3
Jonavin Webb,,1989-04-28,1.47,2.5,30.0,31.0,2.27,40.0,64.0,1.0,9,2,0 ,177.8,0,0,2
Brok Weaver,73,1991-12-05,4.78,0.41,64.0,10.0,4.35,66.0,46.0,0.4,15,6,0,182.88,0,0,3
Tom Watson,73,1982-07-13,4.01,0.15,44.0,7.0,4.41,43.0,50.0,0.0,17,9,0,185.42,0,0,7
Walel Watson,75,1984-07-16,2.1,0.0,29.0,0.0,3.79,61.0,43.0,1.4,14,10,0,180.34,0,0,4
Kyle Watson,,1979-08-09,3.67,0.0,35.0,0.0,3.25,100.0,62.0,0.0,13,8,1,182.88,0,0,2
Michelle Waterson-Gomez,62,1986-01-06,3.56,1.42,46.0,32.0,4.19,70.0,49.0,0.7,18,12,0,160.02,0,0,14
Trey Waters,77,1995-02-21,6.45,0.78,45.0,50.0,3.95,77.0,61.0,0.8,8,1,0,195.57999999999998,0,0,1
Dominic Waters,79,1989-04-11,0.48,4.07,23.0,52.0,2.53,28.0,39.0,0.0,9,5,0,185.42,0,0,3
Ron Waterman,,1965-11-23,0.84,4.19,50.0,69.0,1.37,50.0,42.0,2.8,16,6,2,187.96,0,0,4
Terrion Ware,71,1986-03-31,4.02,0.5,32.0,22.0,6.07,44.0,50.0,0.0,17,9,0,172.72,0,0,4
Charlie Ward,,1980-12-17,1.64,0.0,19.0,0.0,7.21,0.0,53.0,0.0,3,3,0,180.34,0,0,2
Curt Warburton,73,,2.13,2.35,42.0,50.0,3.44,83.0,43.0,0.9,13,6,0,182.88,0,0,3
Anying Wang,,1991-04-04,1.32,0.0,26.0,0.0,1.63,33.0,44.0,0.0,2,1,0,182.88,0,0,2
Sai Wang,,1986-01-14,3.17,0.0,46.0,0.0,2.27,77.0,53.0,0.0,20,6,1,182.88,0,0,2
Andy Wang,,1977-05-28,3.43,0.0,36.0,0.0,10.29,0.0,62.0,0.0,7,8,1 ,167.64000000000001,0,0,1
Patrick Walsh,,1988-11-28,2.03,3.0,19.0,54.0,2.83,100.0,64.0,1.5,10,3,0,180.34,0,0,2
Richard Walsh,73,1988-12-01,3.84,1.55,46.0,40.0,2.72,66.0,58.0,0.2,9,5,0,182.88,0,0,6
Cory Walmsley,,,0.79,0.0,100.0,0.0,1.18,0.0,50.0,0.0,8,2,0,182.88,0,0,1
Jim Wallhead,,1984-03-14,3.19,0.0,26.0,0.0,6.65,100.0,49.0,0.0,29,11,0,177.8,0,0,2
Rodney Wallace,72,1981-11-21,1.13,6.0,46.0,54.0,3.44,28.0,45.0,1.0,26,15,1,175.26,0,0,3
Crafton Wallace,,1975-11-10,1.55,0.0,44.0,0.0,2.36,42.0,47.0,0.0,18,6,1,182.88,0,0,2
Ben Wall,,1989-03-25,1.47,0.0,29.0,0.0,8.53,100.0,29.0,0.0,8,7,1,177.8,0,0,2
Brogan Walker,67,1988-08-02,2.04,0.0,30.0,0.0,3.7,11.0,47.0,0.0,8,4,0,162.56,0,0,2
Johnny Walker,82,1992-03-30,3.87,0.5,56.0,100.0,2.64,57.0,45.0,1.0,21,7,0 ,198.12,0,0,12
Donny Walker,,1980-01-04,1.81,0.0,37.0,0.0,3.85,57.0,46.0,1.7,15,10,0,175.26,0,0,2
TJ Waldburger,75,1988-04-25,2.02,3.03,51.0,46.0,2.39,40.0,40.0,4.8,16,9,0,180.34,0,0,8
Neil Wain,,,2.64,0.0,50.0,0.0,8.57,50.0,43.0,0.0,13,4,0,177.8,0,0,1
Chris Wade,70,1987-09-30,1.7,2.6,53.0,51.0,1.75,55.0,51.0,1.1,12,3,0,177.8,0,0,7
Jason Von Flue,,1975-08-01,1.89,0.62,36.0,16.0,3.23,58.0,52.0,1.5,14,12,1,182.88,0,0,3
Alexander Volkov,80,1988-10-24,5.1,0.49,57.0,63.0,3.0,73.0,54.0,0.2,37,10,0,200.66,0,0,15
Jacob Volkmann,71,1980-09-05,1.19,3.19,34.0,48.0,1.78,52.0,52.0,2.0,19,7,0,175.26,0,0,10
Alexander Volkanovski,71,1988-09-29,6.19,1.84,57.0,37.0,3.42,70.0,58.0,0.2,26,3,0,167.64000000000001,0,0,15
Bobby Voelker,74,1979-04-26,4.01,1.04,35.0,50.0,5.84,66.0,42.0,0.0,19,13,0,182.88,0,0,4
Cheyanne Vlismas,63,1995-06-25,4.93,0.25,50.0,33.0,2.57,66.0,64.0,0.2,7,3,0,160.02,0,0,4
Falaniko Vitale,,1974-07-14,1.88,0.72,49.0,33.0,3.68,86.0,47.0,0.0,30,11,0,177.8,0,0,2
Marcos Vinicius,,1979-12-05,1.93,0.0,49.0,0.0,2.91,25.0,47.0,0.5,23,11,1,175.26,0,0,3
Yuri Villefort,73,1991-03-23,3.18,2.0,43.0,35.0,5.42,40.0,55.0,0.3,10,5,0,182.88,0,0,2
Danillo Villefort,,1983-05-08,2.86,1.71,37.0,66.0,2.4,33.0,68.0,1.7,15,5,0,185.42,0,0,1
Ike Villanueva,73,1984-04-04,3.66,0.6,38.0,50.0,7.24,100.0,36.0,0.0,18,14,0,185.42,0,0,6
Gian Villante,76,1985-08-18,4.38,0.45,44.0,23.0,5.47,83.0,55.0,0.0,17,14,0,190.5,0,0,18
Steve Vigneault,,1978-02-14,2.19,0.0,28.0,0.0,5.75,100.0,44.0,0.0,12,6,0,177.8,0,0,1
Rodolfo Vieira,73,1989-09-25,3.36,3.7,54.0,26.0,4.84,100.0,48.0,1.4,9,2,0,182.88,0,0,6
Ketlen Vieira,68,1991-08-26,3.04,1.51,41.0,44.0,3.92,92.0,51.0,0.6,14,3,0,172.72,0,0,11
Reginaldo Vieira,65,1982-11-26,3.76,1.97,40.0,27.0,2.89,25.0,59.0,0.8,13,5,0,170.18,0,0,3
Milton Vieira,,1978-10-04,1.13,2.67,35.0,53.0,2.36,12.0,48.0,0.7,13,8,2,182.88,0,0,2
Tamires Vidal,68,1998-07-27,4.25,0.0,55.0,0.0,4.53,40.0,58.0,0.8,7,2,0,167.64000000000001,0,0,2
James Vick,76,1987-02-23,4.13,0.26,39.0,33.0,3.31,57.0,60.0,0.7,13,5,0,190.5,0,0,14
Polyana Viana,67,1992-06-14,3.19,0.93,41.0,33.0,2.63,43.0,55.0,2.1,13,6,0,165.1,0,0,9
Hugo Viana,67,1982-09-26,3.05,0.22,38.0,6.0,3.2,50.0,57.0,0.0,8,4,0,167.64000000000001,0,0,6
Marvin Vettori,74,1993-09-20,4.56,1.66,45.0,45.0,4.24,69.0,56.0,0.5,19,7,1,182.88,0,0,15
Renato Verissimo,,1973-08-03,0.92,1.46,48.0,30.0,1.87,50.0,47.0,2.5,7,5,0 ,185.42,0,0,3
CJ Vergara,68,1991-06-18,6.01,0.0,57.0,0.0,5.01,74.0,53.0,0.2,12,4,1,167.64000000000001,0,0,5
Joe Veres,,1977-11-09,0.0,0.0,0.0,0.0,5.55,0.0,27.0,0.0,4,3,0,170.18,0,0,2
Marlon Vera,70,1992-12-02,4.37,0.58,50.0,39.0,5.16,70.0,51.0,0.9,21,8,1,172.72,0,0,22
Brandon Vera,78,1977-10-10,3.03,0.7,56.0,53.0,2.81,59.0,52.0,0.2,15,7,0 ,190.5,0,0,16
Luigi Vendramini,73,1996-01-16,2.82,1.11,40.0,15.0,3.82,100.0,57.0,0.6,9,3,0,172.72,0,0,4
Karlos Vemola,75,1985-07-03,1.67,1.93,44.0,25.0,2.13,31.0,37.0,1.7,17,5,0,182.88,0,0,6
Bojan Velickovic,76,1988-12-18,2.18,0.67,34.0,25.0,2.31,55.0,57.0,0.5,15,6,1,182.88,0,0,6
Cain Velasquez,77,1982-07-28,6.37,5.13,57.0,45.0,2.33,85.0,57.0,0.4,14,3,0,185.42,0,0,15
Joe Vedepo,,,1.43,1.07,42.0,20.0,5.71,0.0,38.0,0.0,18,9,0,182.88,0,0,2
Matt Veach,,1981-05-31,1.12,3.64,28.0,38.0,4.91,100.0,44.0,1.5,17,5,0,180.34,0,0,3
Javier Vazquez,69,1977-07-16,2.43,2.56,36.0,52.0,1.99,57.0,72.0,1.5,16,5,0,170.18,0,0,1
Guilherme Vasconcelos,,1986-03-23,3.27,0.0,29.0,0.0,4.4,0.0,70.0,0.0,9,4,0,182.88,0,0,1
Jamie Varner,71,1984-10-12,2.92,3.49,34.0,53.0,2.55,66.0,58.0,0.8,21,11,1 ,172.72,0,0,9
Kazula Vargas,71,1985-08-15,3.65,0.4,53.0,25.0,1.77,30.0,57.0,0.4,12,5,0,172.72,0,0,4
Paige VanZant,65,1994-03-26,3.35,1.27,52.0,33.0,2.62,34.0,42.0,1.0,8,5,0,162.56,0,0,9
Lando Vannata,71,1992-03-14,4.52,1.09,45.0,37.0,4.76,69.0,55.0,0.3,12,7,2,175.26,0,0,13
Jared Vanderaa,80,1992-05-12,4.96,0.18,44.0,50.0,5.67,20.0,45.0,0.0,12,10,0,193.04,0,0,7
Cameron VanCamp,74,1993-04-27,5.31,0.0,47.0,0.0,6.41,0.0,40.0,0.0,15,7,1 ,187.96,0,0,2
Matt Van Buren,,1986-06-12,7.73,0.0,45.0,0.0,6.82,50.0,49.0,0.0,7,6,0,195.57999999999998,0,0,2
Mike van Arsdale,,1965-06-20,1.52,1.06,41.0,14.0,1.91,37.0,41.0,0.0,8,5,0,187.96,0,0,4
Joshua Van,65,2001-10-10,8.0,0.0,51.0,0.0,6.87,80.0,64.0,0.0,8,1,0,165.1,0,0,1
Isaac Vallie-Flagg,70,1978-04-08,5.56,0.2,47.0,12.0,5.6,58.0,45.0,0.0,16,7,1,172.72,0,0,4
Victor Valimaki,,,3.94,0.9,30.0,14.0,2.99,0.0,67.0,0.0,18,10,0,182.88,0,0,2
Timur Valiev,67,1990-01-19,5.19,1.73,53.0,40.0,3.33,55.0,45.0,0.3,18,3,0 ,167.64000000000001,0,0,4
Charlie Valencia,64,1974-10-31,2.58,1.4,37.0,53.0,2.61,75.0,77.0,0.5,12,7,0,160.02,0,0,1
Genaro Valdez,72,1992-01-16,4.08,1.54,30.0,44.0,7.16,36.0,48.0,0.4,10,3,0,175.26,0,0,3
Richie Vaculik,69,1983-06-19,3.69,3.0,46.0,45.0,4.09,31.0,57.0,1.0,10,4,0,167.64000000000001,0,0,4
Mohammed Usman,79,1989-04-01,2.92,1.26,40.0,18.0,3.96,0.0,52.0,0.0,11,2,0,187.96,0,0,3
Kamaru Usman,76,1987-05-11,4.36,2.82,52.0,45.0,2.74,89.0,54.0,0.1,20,4,0,182.88,0,0,18
Yasuhiro Urushitani,,1976-09-08,3.47,0.0,39.0,0.0,4.71,80.0,65.0,0.0,21,8,6,165.1,0,0,2
Gilbert Urbina,75,1996-04-05,6.33,3.96,60.0,50.0,4.09,0.0,47.0,1.0,7,3,0,190.5,0,0,2
Hector Urbina,73,1987-09-17,0.97,0.0,38.0,0.0,2.44,38.0,39.0,3.8,17,10,1,180.34,0,0,3
Caol Uno,70,1975-05-08,1.91,1.95,49.0,31.0,1.9,37.0,50.0,0.5,33,19,5,170.18,0,0,10
Gasan Umalatov,71,1982-09-11,2.23,0.75,39.0,17.0,4.1,90.0,59.0,0.0,17,4,2,180.34,0,0,4
Carlos Ulberg,77,1990-11-07,7.29,0.95,59.0,75.0,3.59,75.0,52.0,0.3,10,1,0,193.04,0,0,6
Tagir Ulanbekov,70,1991-08-07,3.35,3.81,44.0,42.0,3.29,61.0,54.0,0.9,14,2,0,170.18,0,0,4
Alberto Uda,,1984-08-08,1.79,2.83,52.0,50.0,3.49,66.0,45.0,0.0,12,2,0,190.5,0,0,2
Jalin Turner,77,1995-05-18,5.82,0.91,48.0,55.0,4.61,75.0,41.0,1.3,13,7,0,190.5,0,0,10
Wellington Turman,72,1996-07-22,3.04,1.49,49.0,19.0,3.87,45.0,46.0,0.8,18,7,0,182.88,0,0,8
Anton Turkalj,78,1996-06-10,1.72,6.55,53.0,51.0,2.48,16.0,49.0,0.0,8,3,0,193.04,0,0,3
Ricky Turcios,71,1993-06-05,5.08,1.0,37.0,25.0,3.7,45.0,55.0,0.2,13,3,0,175.26,0,0,3
Albert Tumenov,73,1991-12-26,3.76,0.2,42.0,20.0,3.34,75.0,58.0,0.0,18,4,0,180.34,0,0,8
Zubaira Tukhugov,68,1991-01-15,3.17,2.13,39.0,39.0,3.07,100.0,63.0,0.0,20,6,1,172.72,0,0,9
Tai Tuivasa,75,1993-03-16,3.98,0.0,49.0,0.0,4.98,54.0,43.0,0.0,15,6,0,187.96,0,0,14
Jumabieke Tuerxun,,1986-04-17,1.6,0.47,28.0,11.0,3.08,66.0,59.0,0.9,19,4,1,170.18,0,0,3
Gavin Tucker,66,1986-06-17,4.29,3.13,44.0,44.0,4.18,53.0,57.0,1.5,13,3,0,167.64000000000001,0,0,7
Jon Tuck,73,1984-08-28,3.0,0.42,40.0,33.0,3.74,50.0,60.0,1.0,10,5,0,180.34,0,0,9
Chris Tuchscherer,76,1975-09-08,1.35,1.19,31.0,18.0,3.17,0.0,47.0,0.6,21,4,0 ,187.96,0,0,4
Arman Tsarukyan,72,1996-10-11,3.82,3.43,48.0,36.0,1.91,75.0,54.0,0.0,20,3,0,170.18,0,0,9
Abel Trujillo,70,1983-09-18,2.65,2.18,41.0,45.0,2.31,40.0,59.0,0.4,15,8,0 ,172.72,0,0,11
Tor Troeng,,1983-01-25,1.16,0.62,46.0,7.0,3.26,66.0,32.0,0.3,16,7,1,187.96,0,0,4
Michael Trizano,71,1991-12-31,3.63,0.36,53.0,66.0,4.4,72.0,50.0,0.5,11,3,0,180.34,0,0,7
Francisco Trinaldo,70,1978-08-24,3.13,0.98,45.0,42.0,2.67,60.0,60.0,0.5,28,9,0,175.26,0,0,26
Frank Trigg,71,1972-05-07,2.79,2.35,46.0,47.0,1.9,75.0,56.0,0.8,21,9,0,175.26,0,0,7
Francisco Trevino,70,1981-12-17,2.65,0.97,42.0,22.0,2.42,41.0,64.0,0.0,13,3,0,175.26,0,0,3
Roberto Traven,,1968-09-16,0.92,0.0,50.0,0.0,2.77,0.0,57.0,0.0,6,4,1,190.5,0,0,2
Dequan Townsend,79,1986-05-11,1.23,0.0,34.0,0.0,3.92,46.0,38.0,0.0,21,12,0,190.5,0,0,4
Salim Touahri,72,1989-09-28,2.6,0.0,46.0,0.0,2.87,83.0,58.0,0.0,10,4,0,177.8,0,0,3
Manuel Torres,73,1995-03-25,9.66,0.0,58.0,0.0,3.76,100.0,56.0,0.0,14,2,0,177.8,0,0,2
Jose Torres,65,1992-08-02,4.37,1.28,36.0,33.0,9.84,75.0,50.0,0.0,8,1,0,162.56,0,0,2
Alex Torres,,1988-05-29,2.47,2.0,37.0,22.0,2.73,50.0,69.0,0.0,5,4,0,177.8,0,0,1
Tecia Torres,60,1989-08-16,4.74,0.66,48.0,14.0,3.59,61.0,61.0,0.1,13,6,0,154.94,0,0,15
Ronys Torres,,1975-08-13,0.87,4.0,26.0,47.0,1.93,16.0,57.0,0.5,35,5,0,170.18,0,0,2
Miguel Torres,76,1981-01-18,3.98,0.0,43.0,0.0,1.86,17.0,74.0,1.6,44,9,0,175.26,0,0,4
Anthony Torres,,1978-07-31,3.54,0.0,48.0,0.0,7.52,100.0,45.0,2.2,5,3,0,172.72,0,0,2
Ilia Topuria,69,1997-01-21,4.44,2.19,46.0,56.0,3.05,92.0,67.0,1.5,14,0,0,170.18,0,0,6
James Toney,,1968-08-24,0.0,0.0,0.0,0.0,2.41,0.0,27.0,0.0,0,1,0,175.26,0,0,1
Tyler Toner,70,1983-03-31,2.95,0.0,52.0,0.0,2.13,54.0,62.0,0.4,15,7,0 ,172.72,0,0,1
Kazuki Tokudome,73,1987-03-04,2.26,2.0,41.0,38.0,3.63,78.0,53.0,0.0,18,7,1,180.34,0,0,4
Dusko Todorovic,74,1994-05-19,5.54,0.96,57.0,12.0,4.55,45.0,46.0,0.0,12,4,0,185.42,0,0,7
Denis Tiuliulin,77,1988-05-17,5.04,0.0,41.0,0.0,5.83,69.0,40.0,0.0,10,8,0 ,185.42,0,0,4
Darren Till,74,1992-12-24,2.3,0.55,46.0,46.0,3.31,69.0,56.0,0.0,18,5,1,182.88,0,0,12
Nolan Ticman,,1988-05-17,2.57,0.0,47.0,0.0,2.53,60.0,67.0,0.0,4,3,0,167.64000000000001,0,0,2
Chris Tickle,,1982-02-01,1.07,1.0,40.0,25.0,1.13,20.0,43.0,2.0,9,9,0,175.26,0,0,1
Gleison Tibau,71,1983-10-07,1.95,4.08,31.0,53.0,2.51,92.0,63.0,0.8,33,14,0,177.8,0,0,28
Simeon Thoresen,79,1984-03-14,3.85,1.12,43.0,40.0,3.85,50.0,64.0,1.7,17,6,1,185.42,0,0,3
Josh Thomson,71,1978-09-21,2.59,1.92,47.0,39.0,2.12,54.0,64.0,1.3,22,9,0 ,177.8,0,0,7
Stephen Thompson,75,1983-02-11,4.2,0.27,45.0,41.0,3.04,64.0,55.0,0.0,17,6,1,182.88,0,0,19
Oli Thompson,,1980-01-02,1.66,0.0,46.0,0.0,5.31,50.0,46.0,0.5,17,10,0,185.42,0,0,2
Nick Thompson,74,1981-06-23,1.87,1.06,42.0,100.0,1.8,35.0,49.0,2.6,38,14,1,185.42,0,0,2
Ryan Thomas,,1984-11-05,2.01,5.59,36.0,33.0,4.17,0.0,30.0,2.2,20,8,0,182.88,0,0,2
Din Thomas,,1976-09-28,1.85,1.38,37.0,52.0,2.6,76.0,59.0,1.2,26,9,0 ,175.26,0,0,9
Paulo Thiago,74,1981-01-25,1.71,1.42,39.0,31.0,1.99,63.0,63.0,1.2,18,9,0,180.34,0,0,13
Elias Theodorou,75,1988-05-31,4.19,1.27,42.0,28.0,2.39,59.0,53.0,0.0,16,3,0,185.42,0,0,11
Brandon Thatch,74,1985-07-11,2.7,1.36,42.0,66.0,3.63,50.0,52.0,0.7,11,5,0,187.96,0,0,6
Jason Thacker,,1975-08-18,0.63,0.0,33.0,0.0,17.05,0.0,32.0,0.0,0,1,0,177.8,0,0,1
Motonobu Tezuka,,1987-08-29,0.87,1.5,23.0,11.0,2.8,0.0,51.0,0.5,28,12,7,170.18,0,0,2
Daniel Teymur,69,1988-02-03,3.08,0.56,46.0,18.0,3.93,60.0,56.0,0.3,7,4,0,165.1,0,0,5
David Teymur,73,1989-05-01,4.69,0.94,43.0,33.0,3.53,77.0,55.0,0.0,8,2,0,175.26,0,0,6
David Terrell,,1978-01-09,2.34,5.54,63.0,50.0,2.71,0.0,37.0,5.5,6,2,0,185.42,0,0,3
Tra Telligman,,1965-02-07,1.83,0.87,35.0,100.0,3.02,80.0,56.0,0.0,7,5,1,187.96,0,0,5
John Teixeira,,1986-11-18,3.36,1.0,35.0,27.0,3.2,71.0,63.0,0.7,21,2,2,170.18,0,0,1
Glover Teixeira,76,1979-10-28,3.73,2.11,49.0,33.0,4.43,60.0,51.0,0.9,33,9,0,187.96,0,0,23
James Te Huna,75,1981-09-29,4.04,2.75,51.0,37.0,2.99,58.0,62.0,0.2,16,9,0,187.96,0,0,10
Danielle Taylor,60,1989-10-25,2.75,0.2,29.0,20.0,3.31,70.0,71.0,0.2,9,4,0,152.4,0,0,5
Jesse Taylor,73,1983-01-02,1.94,7.28,65.0,50.0,0.55,100.0,38.0,3.1,31,15,0,182.88,0,0,2
Paul Taylor,72,1979-12-15,4.44,0.27,47.0,25.0,4.47,56.0,55.0,0.5,11,6,1 ,182.88,0,0,9
Brad Tavares,74,1987-12-21,3.38,0.81,43.0,26.0,3.03,82.0,56.0,0.0,20,9,0,185.42,0,0,23
Thiago Tavares,70,1984-11-08,2.0,3.83,40.0,42.0,2.31,62.0,62.0,1.5,21,7,1,170.18,0,0,18
Miesha Tate,65,1986-08-18,2.61,1.88,44.0,29.0,3.1,55.0,51.0,1.3,19,9,0,167.64000000000001,0,0,12
Evan Tanner,74,1971-02-11,3.05,2.55,59.0,43.0,2.64,25.0,56.0,1.3,32,8,0,182.88,0,0,17
Michinori Tanaka,67,1990-10-04,1.97,2.4,37.0,38.0,1.99,43.0,50.0,0.2,11,3,0,165.1,0,0,5
Jason Tan,,1981-12-17,0.69,0.0,29.0,0.0,7.37,0.0,18.0,0.0,5,3,0,177.8,0,0,2
Issei Tamura,63,1984-03-12,1.89,0.92,53.0,25.0,4.58,33.0,44.0,0.0,10,8,0,165.1,0,0,3
Nordine Taleb,74,1981-06-10,3.66,1.94,51.0,76.0,2.62,73.0,66.0,0.0,15,7,0,185.42,0,0,12
Daiju Takase,,1978-04-20,0.49,0.84,30.0,17.0,1.64,21.0,47.0,1.2,12,15,2,182.88,0,0,3
Yoshiki Takahashi,,1969-03-13,2.26,0.0,51.0,0.0,6.47,66.0,44.0,2.3,30,27,3 ,180.34,0,0,1
Mairbek Taisumov,73,1988-08-08,2.98,1.34,39.0,63.0,3.03,88.0,64.0,0.0,27,6,0,175.26,0,0,9
Tatsuro Taira,70,2000-01-27,3.23,2.41,69.0,41.0,1.26,60.0,47.0,2.8,14,0,0,170.18,0,0,4
Khalid Taha,69,1992-02-15,2.64,0.0,32.0,0.0,4.12,61.0,46.0,0.2,13,5,0 ,165.1,0,0,6
Junior Tafa,75,1996-09-21,1.83,0.0,40.0,0.0,0.55,84.0,76.0,0.0,5,1,0,190.5,0,0,2
Justin Tafa,74,1993-12-13,5.13,0.0,55.0,0.0,5.93,100.0,49.0,0.0,7,3,0 ,182.88,0,0,8
Tim Sylvia,80,1976-03-05,4.23,0.11,41.0,100.0,2.61,75.0,61.0,0.1,31,10,0 ,203.2,0,0,13
Bentley Syler,,1982-12-22,1.3,0.0,18.0,0.0,1.73,75.0,79.0,0.0,5,1,0,162.56,0,0,1
Floyd Sword,,1976-08-24,0.78,0.0,42.0,0.0,1.57,33.0,40.0,0.0,12,3,0,182.88,0,0,1
Mike Swick,77,1979-06-19,2.36,1.06,37.0,50.0,2.29,61.0,54.0,0.6,15,6,0,185.42,0,0,15
Cub Swanson,70,1983-11-02,4.7,1.09,50.0,52.0,3.84,61.0,59.0,0.4,29,13,0,172.72,0,0,23
Martin Svensson,,1985-04-25,2.02,0.0,38.0,0.0,5.91,0.0,38.0,0.0,15,6,0,185.42,0,0,1
Sumudaerji,72,1996-01-20,4.83,0.32,54.0,100.0,2.75,66.0,62.0,0.6,16,5,0,172.72,0,0,5
Amar Suloev,,1976-07-01,1.98,0.27,37.0,100.0,2.19,88.0,70.0,0.3,24,7,0,175.26,0,0,2
George Sullivan,73,1981-03-13,3.53,1.37,39.0,20.0,2.42,38.0,57.0,0.7,17,7,0 ,182.88,0,0,7
Genki Sudo,,1978-03-08,1.55,3.58,39.0,60.0,2.23,50.0,33.0,4.2,15,4,2,175.26,0,0,3
Tatiana Suarez,66,1990-12-19,4.27,6.2,63.0,61.0,1.38,100.0,51.0,0.9,11,0,0,165.1,0,0,7
Mike Stumpf,,1986-08-01,3.34,1.59,43.0,25.0,8.85,33.0,47.0,0.8,11,4,0,177.8,0,0,2
